title,type,titlereleased,rating,actors,director,category,imdb,runtime,description,language,actor_0,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6,actor_7,actor_8,actor_9,actor_10,actor_11,actor_12,actor_13,actor_14,actor_15,actor_16,actor_17,actor_18,actor_19,actor_20,director_0,director_1,director_2,director_3,director_4,director_5,category_0,category_1,category_2,category_3,category_4,category_5,category_6,category_7
Top Gear ,TV,2002–,TV-PG,"Jeremy Clarkson, Richard Hammond, James May",,"Adventure, Comedy, Reality-TV",,60 min,A crew of car lovers tests the limits of luxury vehicles in this hit show that also features celebrities racing on a test track.,English,Jeremy Clarkson,Richard Hammond,James May,,,,,,,,,,,,,,,,,,,,,,,,,Adventure,Comedy,Reality-TV,,,,,
Top Secret UFO Projects: Declassified ,TV,,TV-PG,,,Documentary,,,"Though claims of extraterrestrial encounters have long been dismissed, many believe the existence of UFOs is not just likely, but a certainty.",English,,,,,,,,,,,,,,,,,,,,,,,,,,,,Documentary,,,,,,,
Toradora! ,TV,2008,TV-14,"Rie Kugimiya, Junji Majima, Yui Horie, Hirofumi Nojima",,"Animation, Comedy, Drama, Romance",,24 min,"Menacing in appearance but gentle at heart, Ry?ji forms an unlikely friendship with Taiga, a tiny girl with a sharp tongue and a tough attitude.",Japanese,Rie Kugimiya,Junji Majima,Yui Horie,Hirofumi Nojima,,,,,,,,,,,,,,,,,,,,,,,,Animation,Comedy,Drama,Romance,,,,
Total Drama,TV,2007,TV-PG,"Clé Bennett, Christian Potenza, Scott McCord, Rachel Wilson",,,7.1,,"Heartwarming moments are interspersed with backstabbing, scheming, sabotage and broken alliances in this animated spoof of reality show competitions.",English,Clé Bennett,Christian Potenza,Scott McCord,Rachel Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Touch Your Heart ,TV,2019,TV-MA,"Lee Dong-Wook, Sang-woo Lee, Sung Yoon Son",,Romance,,60 min,"Hoping to make a comeback after a bad scandal, an actress agrees to research a new role by taking a job as a secretary for a prickly attorney.",Korean,Lee Dong-Wook,Sang-woo Lee,Sung Yoon Son,,,,,,,,,,,,,,,,,,,,,,,,,Romance,,,,,,,
Toy Boy,TV,2019,TV-MA,"Jesús Mosquera, Cristina Castaño, María Pedraza, José de la Torre",,,6.5,,"After seven years in a Málaga prison, a male stripper is released pending retrial and sets out to prove his lover framed him for her husband's murder.",Spanish,Jesús Mosquera,Cristina Castaño,María Pedraza,José de la Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trailer Park Boys,TV,2001,TV-MA,"Mike Smith, John Paul Tremblay, Robb Wells, John Dunsworth",,,8.4,,Follow the booze-fueled misadventures of three longtime pals and petty serial criminals who run scams from their Nova Scotia trailer park.,English,Mike Smith,John Paul Tremblay,Robb Wells,John Dunsworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trailer Park Boys: Out of the Park: Europe,TV,2016,TV-MA,"Mike Smith, John Paul Tremblay, Robb Wells",,,6.6,,"The Trailer Park Boys are thrilled to get a free trip to Europe, until they arrive and learn about their corporate sponsor's unusual requirements.",English,Mike Smith,John Paul Tremblay,Robb Wells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trailer Park Boys: Out of the Park: USA,TV,2017,TV-MA,"John Paul Tremblay, Robb Wells, Mike Smith, Tom Mayhue",,,,,"The boys are back on the loose as Bubbles, Julian and Ricky head south of the Canadian border for some outrageous American adventures.",English,John Paul Tremblay,Robb Wells,Mike Smith,Tom Mayhue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trailer Park Boys: The Animated Series,TV,2019,TV-MA,"Mike Smith, John Paul Tremblay, Robb Wells, John Dunsworth","Norm Hiscock, Gary Howsam",,7.5,,"Nova Scotia’s favorite miscreants have always been super sketchy. Now, carrying on from the Season 12 finale, the boys have become complete cartoons.",English,Mike Smith,John Paul Tremblay,Robb Wells,John Dunsworth,,,,,,,,,,,,,,,,,,Norm Hiscock,Gary Howsam,,,,,,,,,,,,
Trainwreck: Woodstock '99 ,TV,2022,TV-MA,,Jamie Crawford,Documentary,,,"Woodstock 1969 promised peace and music, but its '99 revival delivered days of rage, riots and real harm. Why did it go so horribly wrong?",English,,,,,,,,,,,,,,,,,,,,,,Jamie Crawford,,,,,,Documentary,,,,,,,
Traitors,TV,2019,TV-MA,"Emma Appleton, Michael Stuhlbarg, Luke Treadaway, Keeley Hawes",,,6.6,,"As World War II ends, a young English woman agrees to help an enigmatic American agent root out Russian infiltration of the British government.",English,Emma Appleton,Michael Stuhlbarg,Luke Treadaway,Keeley Hawes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transformers Prime,TV,2010,TV-Y7,"Peter Cullen, Sumalee Montano, Frank Welker, Jeffrey Combs",,,7.8,,"With the help of three human allies, the Autobots once again protect Earth from the onslaught of the Decepticons and their leader, Megatron.",English,Peter Cullen,Sumalee Montano,Frank Welker,Jeffrey Combs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transformers Rescue Bots Academy ,TV,2019,TV-Y,"Adam Andrianopolous, Pierce Cravens, Mason Hensley, Courtney Shaw",,Animation,,11 min,"As part of the first class at the Rescue Bots Academy, five Cybertron recruits train under their skilled teachers and take on daring rescue missions.",English,Adam Andrianopolous,Pierce Cravens,Mason Hensley,Courtney Shaw,,,,,,,,,,,,,,,,,,,,,,,,Animation,,,,,,,
Transformers: BotBots ,TV,2022–,TV-Y7,,,"Animation, Action, Adventure",,25 mins,"When the lights go out at the mall, the BotBots come out to play! Meet a fun-loving crew of everyday objects that morph into robots at closing time.",English,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animation,Action,Adventure,,,,,
Transformers: Cyberverse,TV,2018,TV-Y7,"Sophia Isabella, Jeremy Levy, Jacob Tillman, Ryan Andes",,,6.8,,Optimus Prime and the AllSpark are missing -- and only a memory-scrambled Bumblebee holds the key to finding them in this animated sci-fi series.,English,Sophia Isabella,Jeremy Levy,Jacob Tillman,Ryan Andes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transformers: Rescue Bots,TV,2011,TV-Y7,"Lacey Chabert, Elan Garfias, Maurice LaMarche, Jason Marsden",,,6.5,,"Follow the adventure of four young transformers, Heatwave, Chase, Blades and Boulder, and their human counterparts: a family of emergency responders.",English,Lacey Chabert,Elan Garfias,Maurice LaMarche,Jason Marsden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transformers: Robots in Disguise,TV,2015,TV-Y7,"Will Friedle, Darren Criss, Constance Zimmer, Khary Payton",,,6.0,,"When a prison ship crash unleashes hundreds of Decepticons on Earth, Bumblebee leads a new Autobot force to protect humankind.",English,Will Friedle,Darren Criss,Constance Zimmer,Khary Payton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transformers: War For Cybertron Trilogy ,TV,,TV-Y7,"Jake Foushee, Jason Marnocha, Linsay Rousseau, Joe Zieja, Frank Todaro, Bill Rogers",,"Animated, Kids",,,"As the Autobots and Decepticons ravage their planet in a brutal civil war, two iconic leaders emerge in the Transformers universe's origin story.",English,Jake Foushee,Jason Marnocha,Linsay Rousseau,Joe Zieja,Frank Todaro,Bill Rogers,,,,,,,,,,,,,,,,,,,,,,Animated,Kids,,,,,,
Transformers: War for Cybertron: Earthrise ,TV,2020–,TV-Y7,"Jason Marnocha, Jake Foushee, Linsay Rousseau, Frank Todaro",,"Animation, Action, Sci-Fi",,30 min,"While Megatron takes drastic measures to save the Decepticons, the Autobots fight to save all of Cybertron from both on the planet and aboard the Ark.",English,Jason Marnocha,Jake Foushee,Linsay Rousseau,Frank Todaro,,,,,,,,,,,,,,,,,,,,,,,,Animation,Action,Sci-Fi,,,,,
Transformers: War for Cybertron: Kingdom ,TV,2020–2021,TV-Y7,"Jason Marnocha, Frank Todaro, Jake Foushee",,"Animation, Action, Adventure",,30 min,The frantic race to locate the Allspark first culminates on a strange planet as the future comes crashing through to the present day.,English,Jason Marnocha,Frank Todaro,Jake Foushee,,,,,,,,,,,,,,,,,,,,,,,,,Animation,Action,Adventure,,,,,
Trash Truck,TV,2020–,TV-Y,"Henry Keane, Glen Keane, Lucas Neff, Brian Baumgartner, Jackie Loeb, Olive Keane",,"Animation, Family",,,"Six-year old Hank and his best pal, a giant trash truck, explore the world around them on fantastical adventures with their animal friends.",English,Henry Keane,Glen Keane,Lucas Neff,Brian Baumgartner,Jackie Loeb,Olive Keane,,,,,,,,,,,,,,,,,,,,,,Animation,Family,,,,,,
Travelers,TV,2016,TV-MA,"Eric McCormack, MacKenzie Porter, Nesta Cooper, Jared Paul Abrahamson",,,8.1,,"A federal agent tracks four people who suddenly seem to possess entirely new personalities, leading to a startling discovery about humanity's future.",English,Eric McCormack,MacKenzie Porter,Nesta Cooper,Jared Paul Abrahamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree House Tales,TV,2019,TV-Y,"Renu Sharda, Sonal Kaushal, Shiney Prakash, Sumriddhi Shukla",,,,,"From the virtue of politeness to the dangers of social media, life is full of valuable lessons for a group of friends navigating the journey of growing up.",English,Renu Sharda,Sonal Kaushal,Shiney Prakash,Sumriddhi Shukla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Treehouse Detectives,TV,2018,TV-Y,"Brody Allen, Jenna Davis, Ryan Bartley, Philece Sampler",,,6.8,,"When their animal friends need help, brother-and-sister team Toby and Teri use the clues and follow the facts to solve mysteries in their own backyard.",German,Brody Allen,Jenna Davis,Ryan Bartley,Philece Sampler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trese ,TV,2021–,TV-MA,"Shay Mitchell, Liza Soberano, Jon Jon Briones, Darren Criss, Manny Jacinto, Dante Basco",Jay Oliva,"Animation, Action, Crime, Fantasy, Horror, Mystery, Sci-Fi, Thriller",,31 mins,"In Manila, where dark supernatural forces pervade the criminal underworld, it's up to Alexandra Trese to keep the peace -- but there's a storm brewing.",Filipino,Shay Mitchell,Liza Soberano,Jon Jon Briones,Darren Criss,Manny Jacinto,Dante Basco,,,,,,,,,,,,,,,,Jay Oliva,,,,,,Animation,Action,Crime,Fantasy,Horror,Mystery,Sci-Fi,Thriller
Triad Princess,TV,2019,TV-MA,"Eugenie Liu, Jasper Liu, Cecilia Choi, Tien Hsin",,,7.1,,"After jostling her way into a gig as a celebrity bodyguard, the boisterous daughter of a powerful triad boss shakes up a TV star's life and finds love.",Mandarin,Eugenie Liu,Jasper Liu,Cecilia Choi,Tien Hsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial 4 ,TV,2020,TV-MA,,,"Documentary, Crime",,,"Charged as a teen in the 1993 killing of a Boston cop, Sean K. Ellis fights to prove his innocence while exposing police corruption and systemic racism.",English,,,,,,,,,,,,,,,,,,,,,,,,,,,,Documentary,Crime,,,,,,
Trial By Media ,TV,2020,TV-MA,,,Documentary,,,"In this true crime docuseries, some of the most dramatic trials of all time are examined with an emphasis on how the media may have impacted verdicts.",English,,,,,,,,,,,,,,,,,,,,,,,,,,,,Documentary,,,,,,,
Tribes of Europa ,TV,2021–,TV-MA,"Henriette Confurius, Oliver Masucci, David Ali Rashed, Emilio Sakraya",,"Action, Adventure, Drama, Fantasy, Sci-Fi",,,"In post-apocalyptic Europe, amid wars among microstates, three siblings fight for survival as a greater threat looms over the continent.",German,Henriette Confurius,Oliver Masucci,David Ali Rashed,Emilio Sakraya,,,,,,,,,,,,,,,,,,,,,,,,Action,Adventure,Drama,Fantasy,Sci-Fi,,,
Trigger Warning with Killer Mike,TV,2019,TV-MA,Killer Mike,,,6.8,,"In this funny and provocative series, rapper and activist Killer Mike puts his revolutionary ideas about achieving social change into action.",English,Killer Mike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinkets,TV,2019,TV-MA,"Brianna Hildebrand, Kiana Madeira, Quintessa Swindell, Brandon Butler",,,7.1,,A grieving teen finds an unexpected connection with two classmates at her new high school after they all land in the same Shoplifters Anonymous group.,English,Brianna Hildebrand,Kiana Madeira,Quintessa Swindell,Brandon Butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trivia Quest ,TV,2022,TV-G,Jonathan Melo,,"Kids, Comedy, Interactive",,9 mins,"History, art, science, pop culture and more — quiz yourself across varying levels of difficulty in this interactive trivia series.",English,Jonathan Melo,,,,,,,,,,,,,,,,,,,,,,,,,,,Kids,Comedy,Interactive,,,,,
Triviaverse ,TV,2022–,TV-G,,,"Animation, Game-Show",,13 mins,"Highest score wins! Challenge a friend or beat a mysterious foe by answering random rapid-fire trivia questions on science, art, geography and more.",English,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animation,Game-Show,,,,,,
Trolley ,TV,2022–,TV-14,"Su-bin Chung, Kim Hyun-joo, Kwang Jang",,Drama,,61 mins,A sudden tragedy brings the wife of an assemblyman out of her private life and forces her to confront family secrets and her own troubling past.,Korean,Su-bin Chung,Kim Hyun-joo,Kwang Jang,,,,,,,,,,,,,,,,,,,,,,,,,Drama,,,,,,,
Trollhunters: Tales of Arcadia,TV,2016,TV-Y7,"Kelsey Grammer, Emile Hirsch, Charlie Saxton, Lexi Medrano",,,8.4,,"After uncovering a mysterious amulet, an average teen assumes an unlikely destiny and sets out to save two worlds. Created by Guillermo del Toro.",English,Kelsey Grammer,Emile Hirsch,Charlie Saxton,Lexi Medrano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trolls: The Beat Goes On!,TV,2018,TV-Y7,"Amanda Leighton, Skylar Astin, Sean T. Krishnan, Kevin Michael Richardson",,,5.8,,"As Queen Poppy celebrates a time of peace in Troll Village with parties, competitions and special occasions, Branch tries to be more fun-loving.",English,Amanda Leighton,Skylar Astin,Sean T. Krishnan,Kevin Michael Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troy: Fall of a City,TV,2018,TV-MA,"Louis Hunter, Bella Dayne, Frances O'Connor, David Threlfall",,,3.8,,"Searching for the woman promised to him by Aphrodite, herdsman Paris learns his true identity and falls for Helen of Sparta, igniting the Trojan War.",English,Louis Hunter,Bella Dayne,Frances O'Connor,David Threlfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True and the Rainbow Kingdom,TV,2017,TV-Y,"Michela Luci, Jamie Watson, Anna Claire Bartlam, Dante Zee",,,6.9,,"When something's wrong in the Rainbow Kingdom, bighearted guardian True and her best friend, Bartleby, are there to grant wishes and save the day.",English,Michela Luci,Jamie Watson,Anna Claire Bartlam,Dante Zee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True Story ,TV,2021–,TV-MA,"Kevin Hart, Wesley Snipes, Theo Rossi",,"Crime, Drama",,59 mins,A world-famous comedian desperately searches for a way out after a night in Philadelphia with his brother threatens to sabotage more than his success.,English,Kevin Hart,Wesley Snipes,Theo Rossi,,,,,,,,,,,,,,,,,,,,,,,,,Crime,Drama,,,,,,
True Tunes,TV,2019,TV-Y,"Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam",,,8.2,,"True and her friends are dropping sweet, silly beats with freshly modern music videos set to the sounds of classic nursery rhyme songs.",English,Michela Luci,Jamie Watson,Eric Peterson,Anna Claire Bartlam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True: Magical Friends,TV,2018,TV-Y,"Michela Luci, Jamie Watson, Anna Claire Bartlam, Dante Zee",,,,,The power of friendship can solve any problem -- and the Rainbow Kingdom's got plenty to go around. Cue Bartleby and True for the rescue!,English,Michela Luci,Jamie Watson,Anna Claire Bartlam,Dante Zee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True: Terrific Tales,TV,2020,TV-Y,"Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran",,"Animation, Family",,Kids,"Through the magic of the Story Spinner, True and her friends create their own versions of Pinocchio, Little Red Riding Hood and other classic tales.",English,Michela Luci,Jamie Watson,Eric Peterson,Anna Claire Bartlam,Nicolas Aqui,Cory Doran,,,,,,,,,,,,,,,,,,,,,,Animation,Family,,,,,,
True: Wonderful Wishes,TV,2018,TV-Y,"Michela Luci, Jamie Watson, Anna Claire Bartlam, Dante Zee",,,,,Do-gooding True and Bartleby will go anywhere to make wishes come true -- from the bottom of the Living Sea to the tip of Mount Tippy Tippy Top!,English,Michela Luci,Jamie Watson,Anna Claire Bartlam,Dante Zee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trump: An American Dream,TV,2018,TV-14,Donald Trump,,,7.1,,"Friends, associates and critics reveal the truly American story of Donald Trump, the brash businessman who defied the odds to become U.S. president.",English,Donald Trump,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuca & Bertie,TV,2019,TV-MA,"Tiffany Haddish, Ali Wong, Steven Yeun, Nicole Byer",,,7.4,,Free-spirited toucan Tuca and self-doubting song thrush Bertie are best friends -- and birds -- who guide each other through life's ups and downs.,English,Tiffany Haddish,Ali Wong,Steven Yeun,Nicole Byer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tudum 2022: A Global Fan Event ,TV,2022,TV-MA,,,Documentary,,4 Episodes,Watch the stars of your favorite series and films from around the world debut exclusive news during this mega fan event.,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,Documentary,,,,,,,
Tundukkan Playboy Itu,TV,2016,TV-PG,"Hafidz Roshdi, Uqasha Senrose, Alif Satar, Mawar Rashid",,,,,"Under pressure from his parents to settle down, a pleasure-seeking playboy falls for a woman who's like nobody he's ever met.",Malay,Hafidz Roshdi,Uqasha Senrose,Alif Satar,Mawar Rashid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunnel,TV,2019,TV-14,"Todsapol Maisuk, Johnny Hao, Morakot Liu, Pemy Peramin Thabkaew",,,,,A detective finds himself 30 years in the future and must solve a string of grisly crimes before he can return to the past.,Korean,Todsapol Maisuk,Johnny Hao,Morakot Liu,Pemy Peramin Thabkaew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turbo FAST,TV,2013,TV-Y7,"Reid Scott, John Eric Bentley, Amir Talai, Phil LaMarr",,,6.6,,"Join Turbo and his posse, the Fast Action Stunt Team. Filled with comedy, action and fun, this series amps it up to the extreme.",English,Reid Scott,John Eric Bentley,Amir Talai,Phil LaMarr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turn Up Charlie,TV,2019,TV-MA,"Idris Elba, Piper Perabo, JJ Feild, Frankie Hervey",,,7.1,,A down-and-out DJ plots to rebuild his music career while working as a nanny for his famous best friend's wild 11-year-old daughter.,English,Idris Elba,Piper Perabo,JJ Feild,Frankie Hervey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turning Point: 9/11 and the War on Terror ,TV,,TV-14,,,Documentary,,61 mins,"This unflinching series documents the 9/11 terrorist attacks, from Al Qaeda's roots in the 1980s to America's response, both at home and abroad.",English,,,,,,,,,,,,,,,,,,,,,,,,,,,,Documentary,,,,,,,
Twelve Forever,TV,2019,TV-PG,"Kelsy Abbott, Antony Del Rio, Jaylen Barron, Matt Berry",,,6.6,,Reggie's wild imagination unlocks a weird and wonderful world where she can be herself -- and escape the pressures of growing up.,English,Kelsy Abbott,Antony Del Rio,Jaylen Barron,Matt Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twenty Five Twenty One ,TV,2022,TV-14,"Kim Tae-ri, Nam Joo-hyuk, Kim Ji-yeon, Choi Hyun-wook, Lee Ju-myoung",,"Romantic, Drama",,75 mins,"In a time when dreams seem out of reach, a teen fencer pursues big ambitions and meets a hardworking young man who seeks to rebuild his life.",Korean,Kim Tae-ri,Nam Joo-hyuk,Kim Ji-yeon,Choi Hyun-wook,Lee Ju-myoung,,,,,,,,,,,,,,,,,,,,,,,Romantic,Drama,,,,,,
Twentysomethings: Austin ,TV,2021–,TV-MA,,,Reality-TV,,44 mins,"In this coming-of-age reality series set in Austin, Texas, 20-somethings navigate love and friendship and start a new adventure: life.",English,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reality-TV,,,,,,,
Twice Upon A Time,TV,2019,TV-MA,"Gaspard Ulliel, Freya Mavor",,,6.3,,"Months after a crushing breakup, a man receives a mysterious package that opens a portal to the past -- and gives him a chance to win back his ex.",French,Gaspard Ulliel,Freya Mavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two Sentence Horror Stories,TV,2019,TV-14,"Nicole Kang, Jim Parrack, Tara Pacheco, Christopher Shyer",,,5.5,,This anthology series of terror features diverse characters facing primal fears in spine-chilling situations that stretch past daily routine.,English,Nicole Kang,Jim Parrack,Tara Pacheco,Christopher Shyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
